,PC1,PC2,PC3,Churn
0,-1.9012893702323468,-1.6773616133387321,-3.78239832176416,0
1,-0.6636059661750102,-0.8182118746061671,0.20864765420941347,0
2,-1.197333933222285,-2.291033853542868,0.48139087592348345,1
3,-0.4484244565858614,-0.08010230741804218,-4.020620039079959,0
4,-2.7590171935564993,-2.1709036809826534,0.8979150082702761,1
5,-1.9020624148669247,-1.2367331681691491,0.7210309535106947,1
6,-1.7619118301984376,0.11287082853752262,-0.0036640155524322957,0
7,-1.5580051654149802,-2.003870305413642,-4.064631032353751,0
8,-1.4428411905230671,0.38015881322787193,0.7727396303991547,1
9,-0.3456955774470104,0.6673983143543382,-0.07965848867470994,0
10,-1.2794570649944097,-1.0409503728344676,0.02529313495091946,0
11,4.871604518100425,-0.9478040650628553,0.21128427220118973,0
12,-1.060640395715019,2.5063720131287175,0.17458993657053926,0
13,-1.371758262765529,1.0625583817581836,0.800296621253355,1
14,-0.9259375095009402,-0.6543927730446047,1.711762550599284,0
15,0.5191030932473064,4.224364274741349,0.2000126373548886,0
16,4.526287822243949,-0.8685977506654113,0.5048455825357508,0
17,-0.4473474189488206,3.2157733127845995,0.1645829021361451,0
18,-0.3967594218312204,-0.7250824258626647,-0.21621653539345398,1
19,-1.6497686775859755,-1.0786115460848098,1.4411118342604516,0
20,-1.9324929110456948,-2.0769842567505354,-3.198627005015175,1
21,4.6429146362053535,-1.0874960809761107,0.2876545397667053,0
22,4.22818164903991,-2.6456040817938242,0.5833538485306502,1
23,-0.6982686812016098,1.953629788136781,-0.6410702312379197,0
24,0.012978216418161036,0.6800241286558597,-0.11950962856130912,0
25,-1.1073243836463895,-1.15674792076509,0.479890069443237,0
26,-1.6365873540586233,1.4438930184955123,0.47927242577602114,1
27,-1.3627095611876041,-1.4442521841740217,-4.3043401555875125,1
28,0.6968744136784919,3.3049252365548205,0.1311376104040882,0
29,-1.1012396015924562,-1.2526710785191764,0.6102742673135395,1
30,-0.9648725139125519,3.629188250630314,0.43977990003605505,0
31,-1.6332817116403238,-0.5071153930932736,1.3952922915997936,0
32,0.413031604579039,0.1393603915277769,0.08573457415493305,0
33,4.314856286685847,-2.4457349717324806,0.5035198902926552,0
34,-1.8737217904354324,-2.2717861680377274,0.24070922505417433,0
35,-0.282584354817229,3.7310718901824282,-0.10553992263018733,0
36,-2.7441603529072984,-2.08254556907699,0.8621149946855377,1
37,-2.103909684338082,0.22264874474212965,0.8837775288575888,0
38,-1.5566165103236136,0.03009861923890747,0.9312513088378698,1
39,-1.7135295882720305,-0.7257833432802528,0.5538816953007415,1
40,-0.7498819368878651,-0.7554983545628569,-0.2679314148275672,0
41,-0.16343763036154516,2.9831112947439196,-0.6033268446969304,0
42,4.7640485986565455,-0.7685324501566577,0.16824077472551074,0
43,0.30283989457279703,2.0124262433416216,-0.03806870073826585,0
44,-0.6987164541780614,-0.9111462101412223,0.05128398018794132,0
45,-2.632855587845354,0.11294276564075034,0.44837649049762013,0
46,-1.273502315548161,-2.4526885481766962,0.17145435751258675,0
47,-2.423955724196458,-2.0447445388438514,1.145047861870815,1
48,-0.14163346692373732,1.5834080596451334,-0.09234476478993389,0
49,-0.07230141971626255,2.7625767169054303,-0.8063431689688624,0
50,-2.5578078239349376,0.14017319458541555,0.853923808605838,0
51,-1.043590550034881,-0.6369854507597628,1.3642704182970165,1
52,-1.0959232871841131,0.10709430828795471,-0.041211211856889494,0
53,-2.5233360471236113,-0.2347866498929039,0.14604888025705917,1
54,0.31468335852292506,2.147624055021239,0.7562058195217166,0
55,-2.5970315348121695,-0.8180154632580044,0.8724475128840953,1
56,-1.1715956664274356,3.1725265058878285,0.16963887459827262,0
57,-0.9432633822501981,3.067971928231385,0.9267006707930078,0
58,4.979447891486037,0.8631249919910537,-0.9021879168099668,0
59,-0.9181062860663162,3.332433768670619,0.651391452955657,0
60,-1.858897106322712,1.1131737841880234,0.7624468302024958,0
61,-2.0985559272547576,1.1762634328231758,0.4523625974578372,0
62,-0.12820958286008702,1.8569870482110353,-4.159957799840865,0
63,-0.49034424748011196,0.11356091209056722,-0.060036197685439614,0
64,-1.9699193040604215,-1.421515839550988,0.34498963423550305,1
65,-0.6293570130362752,-2.15236891027823,1.1138492670049474,0
66,-2.264902253327722,1.0399814970704875,0.07617727212058409,0
