,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Churn
0,-1.806636277434826,-1.3602466029963687,-3.9016992785666367,-0.2303536171686217,1.0315247887810919,1.0617889725062044,-0.38126414383520435,-0.03630623997544229,-1.5131066588376412,0.11660661728603673,0
1,-0.5643701765983318,-0.6018920895525172,0.02740147584470904,0.762815191837794,-2.0350828253162865,-1.0132639993720791,0.5524129860525097,-0.8772414239770576,-0.25996645769998566,0.8153311700400474,0
2,-1.4928487986765517,-2.500229565837178,0.5046796081617266,0.3323983425168773,-0.3608857860755997,-0.9132221639321991,-0.6664480293858269,0.7976160124159449,0.4461276102418615,1.2422286883265163,1
3,-0.32440616282085755,0.16957112037159566,-4.097061631908119,-0.7930555550573839,-1.5478323633404314,-0.94539759333571,0.10364092147537582,-0.5214066066122601,0.3395346544986793,0.08648343796252873,0
4,-3.0372287925189947,-2.3186916188301305,0.9065109426257377,0.33576383463013093,-0.029717535612225003,1.033661736742456,-0.807513208010017,-0.12076762952924401,0.2487720702577823,0.9430451063088301,1
5,-2.182130546997548,-1.4869457986706847,0.8447939308472113,-0.9605597739240356,0.8297889178375399,1.0035442517786586,-1.450731954232222,-0.6217927635469382,0.7954940222690877,-0.5218695114851462,1
6,-1.6404699107726082,0.33005637865435117,-0.11248120727281964,1.0224634473005403,-0.5063714551752156,-0.8763113075572145,-0.7925230314382683,1.4945302531137692,-0.010191421196166332,-1.8002279358136715,0
7,-1.4642782595566102,-1.6601269963272416,-4.236339669724507,-0.3505709493366589,-1.0049241364759212,1.0440427487245552,0.33775283675410384,-0.7978576806249726,-0.25090094744496466,-0.4318892201981584,0
8,-1.6952059519846856,0.06294710877495777,0.9848078566820591,-0.5934889424223618,1.7183866397642535,0.9952245830896829,-1.1497464014459997,-0.7209544792894442,0.793096499767109,-0.1831467733438133,1
9,-0.2144331961366128,0.8479948920547336,-0.20223554207709374,1.8931084826894056,-1.6334267265801985,-0.9704473302876166,0.5687236837635463,-0.22692987179995772,0.05616269605077157,0.45994203957870633,0
10,-1.184560480327831,-0.8097777104791685,-0.1442512840610196,2.6549073298724686,0.5419736633057032,-0.9122822064008929,0.08869637954993422,1.002226965286884,-1.3080834073523389,0.3596306644663438,0
11,4.8873403910001825,-1.0565022022213943,0.1794188108476037,-0.5610381669558799,-1.5796428776681342,-0.9465248466884703,0.20388240024237594,0.47787160983761173,0.6955288635637723,0.20440976593199972,0
12,-0.895564950502755,2.6331956941460812,0.18014150353393182,0.15880108452125752,-1.0639615761063306,-0.9862227091082688,0.3725113612045223,-0.4328608546816035,1.1176039470519645,-1.1597587470831237,0
13,-1.6040739022730353,0.746596836318372,1.0155918536730455,-1.4003172004495323,-0.004850838710778063,-0.964409192478006,-1.5357556478791559,0.2544778023376053,1.621599674270053,-0.7735491404508261,1
14,-0.8421562701601643,-0.5110742768847776,1.5990530259922748,-0.4903376302249386,-0.3715942758918462,-1.0228990190840377,-1.1626585258534572,-0.6559432384499705,-1.026523916327608,-0.7788684077125417,0
15,0.7013825691273653,4.227907926127389,0.311894801207394,0.8813829681539672,-0.2829988193349139,1.0282229461622303,0.196107993423667,-0.6330636425894172,1.1935233119094082,-0.9596176631908554,0
16,4.544521149584885,-0.9763079988631563,0.48666782974281747,-0.958103925305397,-0.8176259928223729,0.9476741609298218,0.058174637609818926,-0.9317615187106432,-0.11075196766588245,0.24510155186708138,0
17,-0.2717853873602994,3.3030047988141242,0.20230782408050182,0.45166690034559315,-1.0551252456355253,-1.0176878738644344,-0.33224884033083635,-1.2917004165830799,0.9087140081178887,-0.8649795424168861,0
18,-0.6641600978256347,-0.9909266397491399,-0.12501338826595762,2.6889191774083314,0.2636905852760098,1.1137688088214444,0.9648029960548303,1.0066082504588634,2.069851926027182,0.1699257726973738,1
19,-1.5631000727596636,-0.8759847260970884,1.2887413325927308,-0.22510604332677162,-0.4850083904170996,0.9756204460024414,-0.8325220487184447,-0.5432057327331794,-1.2261028847574098,-0.5146743900146122,0
20,-2.2169519503166484,-2.2432422846380473,-3.050713872998294,-2.643791431185836,1.8310861853754066,-1.071890034898939,0.6229347830278664,0.35986318879696355,0.1956826922195723,0.32952438868191675,1
21,4.652770571097708,-1.200726513949972,0.26949109097064083,0.10133832990239162,-0.06988692566401566,-0.972779611785826,0.6022127181097923,0.12741880339980052,0.22669255771877256,-0.07768752066116662,0
22,3.845475562271388,-3.1706542708413847,0.7436870803257902,-0.8579422220630458,0.3113744021672682,-0.9987434943749053,-0.23573923919954418,-0.4046541213945194,1.5929548522584636,-0.0008822342837076361,1
23,-0.5393841815378593,2.110542016233425,-0.6699743736293058,0.3598459026030708,-1.146797014716149,1.1053818343689614,-0.09300400231808094,1.1971292702554028,-0.3005843139466621,1.4483896075827207,0
24,0.13671791865074626,0.8314413314385324,-0.22290365179552762,2.663796974795264,-0.772142336918745,-0.913019714541808,1.1276043857542566,0.7380634939679361,0.31492929554328647,-0.2619097744021836,0
25,-1.0143040780364514,-0.926529125360675,0.2921158568249305,0.3900738884020621,-1.6153278119370786,1.0752046917398401,-0.2375672739674395,1.0700338688873692,-0.9370266463532568,0.40461210401233766,0
26,-1.8607484865894774,1.1237306035304624,0.7270853802147618,0.6586097731564049,2.45170175958339,-0.9927659075387915,-1.241939956650057,-0.5837142339875866,0.7729517253940397,-0.43623343178386464,1
27,-1.6273345357884257,-1.6011092042645136,-4.169700167979972,1.2779213343974423,2.136810918257994,-0.9402694399320368,0.22869096340074196,-0.8943741330886529,1.1287492790480977,0.12860475166948243,1
28,0.8571321304059244,3.3186059123136764,0.218146150390818,-0.6365270996348019,-0.65451323128523,-0.9329443804026718,-0.7053410503530007,0.7432115092807462,0.15207043656304403,0.46653345538620244,0
